p1_diffp,p1_distance_run,p1_win_streak,p1_unf_err,p1_serve,p1_ace,elapsed_time,p1_net_pt_won,p1_label,p1_diffp_lag1,p1_diffp_lag2,p1_diffp_lag3,p1_distance_run_lag1,p1_distance_run_lag2,p1_distance_run_lag3,p1_win_streak_lag1,p1_win_streak_lag2,p1_win_streak_lag3,p1_unf_err_lag1,p1_unf_err_lag2,p1_unf_err_lag3,p1_serve_lag1,p1_serve_lag2,p1_serve_lag3,p1_ace_lag1,p1_ace_lag2,p1_ace_lag3,elapsed_time_lag1,elapsed_time_lag2,elapsed_time_lag3,p1_net_pt_won_lag1,p1_net_pt_won_lag2,p1_net_pt_won_lag3
0.4,0.02495915224948394,0.0,0.0,1.0,0.0,0.002524093620927031,0.0,1,0.0,-2.0,-1.0,4.246,12.918,1.562,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,15.0,47.0,0.0,0.0,0.0
0.5,0.3066775145740739,0.16666666666666666,0.0,1.0,0.0,0.0028682882055988987,1.0,1,-1.0,0.0,-2.0,3.712,4.246,12.918,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,103.0,15.0,0.0,0.0,0.0
0.6,0.08652326808899766,0.3333333333333333,0.0,1.0,0.0,0.006769160165213401,0.0,1,0.0,-1.0,0.0,45.61,3.712,4.246,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,22.0,103.0,1.0,0.0,0.0
0.7,0.01925055304156048,0.5,1.0,1.0,0.0,0.0034419458467186783,0.0,0,1.0,0.0,-1.0,12.868,45.61,3.712,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,59.0,25.0,22.0,0.0,1.0,0.0
0.6,0.009379853822206383,0.0,1.0,1.0,0.0,0.004015603487838458,0.0,0,2.0,1.0,0.0,2.863,12.868,45.61,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,59.0,25.0,0.0,0.0,1.0
0.5,0.4599624805847111,0.0,0.0,1.0,0.0,0.00424506654428637,0.0,0,1.0,2.0,1.0,1.395,2.863,12.868,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,30.0,59.0,0.0,0.0,0.0
0.4,0.005984279499472172,0.0,0.0,1.0,1.0,0.006769160165213401,0.0,1,0.0,1.0,2.0,68.407,1.395,2.863,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,37.0,35.0,30.0,0.0,0.0,0.0
0.5,0.21770001949933768,0.0,1.0,1.0,0.0,0.0032124827902707664,0.0,0,-1.0,0.0,1.0,0.89,68.407,1.395,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,59.0,37.0,35.0,0.0,0.0,0.0
0.4,0.14003214028764885,0.0,0.0,1.0,0.0,0.006310234052317577,1.0,1,0.0,-1.0,0.0,32.377,0.89,68.407,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,28.0,59.0,37.0,0.0,0.0,0.0
0.5,0.026740988280225652,0.0,0.0,1.0,0.0,0.006424965580541533,0.0,1,-1.0,0.0,-1.0,20.826,32.377,0.89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,55.0,28.0,59.0,1.0,0.0,0.0
0.6,0.03093670783940614,0.16666666666666666,0.0,1.0,0.0,0.005048187241854062,0.0,1,0.0,-1.0,0.0,3.977,20.826,32.377,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,56.0,55.0,28.0,0.0,1.0,0.0
0.5,0.019660711524108573,0.0,0.0,0.0,0.0,0.0036714089031665903,0.0,0,1.0,0.0,-1.0,4.601,3.977,20.826,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,44.0,56.0,55.0,0.0,0.0,1.0
0.4,0.24087733571807987,0.0,0.0,0.0,0.0,0.001950435979807251,1.0,1,0.0,1.0,0.0,2.924,4.601,3.977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,32.0,44.0,56.0,0.0,0.0,0.0
0.5,0.03144772496520376,0.16666666666666666,1.0,0.0,0.0,0.0034419458467186783,0.0,0,-1.0,0.0,1.0,35.824,2.924,4.601,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,32.0,44.0,1.0,0.0,0.0
0.4,0.038702823369620026,0.0,0.0,0.0,0.0,0.0035566773749426345,0.0,0,0.0,-1.0,0.0,4.677,35.824,2.924,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,32.0,0.0,1.0,0.0
0.3,0.2097590823208246,0.0,0.0,0.0,0.0,0.004933455713630105,0.0,1,-1.0,0.0,-1.0,5.756,4.677,35.824,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,17.0,0.0,0.0,1.0
0.4,0.0921915238396213,0.16666666666666666,1.0,0.0,0.0,0.003786140431390546,0.0,0,-2.0,-1.0,0.0,31.196,5.756,4.677,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,31.0,30.0,0.0,0.0,0.0
0.5,0.18900237354007113,0.0,0.0,1.0,0.0,0.012620468104635154,0.0,0,-1.0,-2.0,-1.0,13.711,31.196,5.756,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,43.0,31.0,0.0,0.0,0.0
0.4,0.05867283473302717,0.0,0.0,1.0,0.0,0.005048187241854062,0.0,1,0.0,-1.0,-2.0,28.109,13.711,31.196,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110.0,33.0,43.0,0.0,0.0,0.0
0.5,0.18987648178156705,0.16666666666666666,0.0,1.0,0.0,0.009293253786140432,0.0,1,-1.0,0.0,-1.0,8.726,28.109,13.711,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,110.0,33.0,0.0,0.0,0.0
0.6,0.008028348002662666,0.3333333333333333,1.0,1.0,0.0,0.005392381826525929,0.0,0,0.0,-1.0,0.0,28.239,8.726,28.109,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,81.0,44.0,110.0,0.0,0.0,0.0
0.5,0.09783960786159504,0.0,0.0,1.0,0.0,0.004933455713630105,1.0,1,1.0,0.0,-1.0,1.194,28.239,8.726,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,47.0,81.0,44.0,0.0,0.0,0.0
0.6,0.03723028717817688,0.16666666666666666,0.0,1.0,0.0,0.0034419458467186783,0.0,1,0.0,1.0,0.0,14.551,1.194,28.239,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,43.0,47.0,81.0,1.0,0.0,0.0
0.5,0.06764925398223542,0.0,0.0,0.0,0.0,0.0033272143184947226,0.0,0,1.0,0.0,1.0,5.537,14.551,1.194,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,43.0,47.0,0.0,1.0,0.0
0.4,0.10529642355251036,0.0,0.0,1.0,0.0,0.004474529600734282,1.0,1,0.0,1.0,0.0,10.061,5.537,14.551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,29.0,30.0,43.0,0.0,0.0,1.0
0.5,0.20780914855133364,0.16666666666666666,0.0,1.0,0.0,0.003786140431390546,0.0,0,-1.0,0.0,1.0,15.66,10.061,5.537,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.0,29.0,30.0,1.0,0.0,0.0
0.4,0.04188323258675524,0.0,1.0,0.0,0.0,0.005507113354749885,0.0,0,0.0,-1.0,0.0,30.906,15.66,10.061,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,39.0,29.0,0.0,1.0,0.0
0.3,0.027453722692522338,0.0,0.0,0.0,0.0,0.003900871959614502,0.0,0,-1.0,0.0,-1.0,6.229,30.906,15.66,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,48.0,33.0,39.0,0.0,0.0,1.0
0.19999999999999996,0.1424661955447375,0.0,1.0,1.0,0.0,0.0027535566773749425,0.0,0,-2.0,-1.0,0.0,4.083,6.229,30.906,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,48.0,33.0,0.0,0.0,0.0
0.09999999999999998,0.09285046697551823,0.0,1.0,1.0,0.0,0.007916475447452961,0.0,0,-3.0,-2.0,-1.0,21.188,4.083,6.229,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,48.0,0.0,0.0,0.0
0.0,0.06606913523799278,0.0,0.0,0.0,0.0,0.0030977512620468106,0.0,1,-4.0,-3.0,-2.0,13.809,21.188,4.083,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,69.0,24.0,34.0,0.0,0.0,0.0
0.09999999999999998,0.04968969157426893,0.16666666666666666,0.0,0.0,0.0,0.006769160165213401,0.0,1,-5.0,-4.0,-3.0,9.826,13.809,21.188,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,69.0,24.0,0.0,0.0,0.0
0.19999999999999996,0.07561708679894838,0.3333333333333333,0.0,1.0,0.0,0.004703992657182194,0.0,1,-4.0,-5.0,-4.0,7.39,9.826,13.809,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,27.0,69.0,0.0,0.0,0.0
0.3,0.09943317442493763,0.5,0.0,1.0,0.0,0.0032124827902707664,0.0,0,-3.0,-4.0,-5.0,11.246,7.39,9.826,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,59.0,27.0,0.0,0.0,0.0
0.5,0.009218479993007133,0.0,0.0,1.0,0.0,0.01812758145938504,0.0,1,-2.0,-3.0,-4.0,14.788,11.246,7.39,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,41.0,59.0,0.0,0.0,0.0
0.6,0.08372612171621066,0.16666666666666666,0.0,1.0,0.0,0.002065167508031207,0.0,1,0.0,-2.0,-3.0,1.371,14.788,11.246,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,158.0,28.0,41.0,0.0,0.0,0.0
0.7,0.02988777794961102,0.3333333333333333,1.0,1.0,0.0,0.004130335016062414,0.0,0,1.0,0.0,-2.0,12.452,1.371,14.788,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,158.0,28.0,0.0,0.0,0.0
0.6,0.08293270038931436,0.0,0.0,1.0,0.0,0.0036714089031665903,0.0,0,2.0,1.0,0.0,4.445,12.452,1.371,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,18.0,158.0,0.0,0.0,0.0
0.5,0.033754025940843035,0.0,0.0,1.0,0.0,0.0035566773749426345,0.0,1,1.0,2.0,1.0,12.334,4.445,12.452,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,36.0,18.0,0.0,0.0,0.0
0.6,0.18994372087706674,0.16666666666666666,0.0,1.0,0.0,0.0024093620927030748,0.0,0,0.0,1.0,2.0,5.02,12.334,4.445,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.0,32.0,36.0,0.0,0.0,0.0
0.5,0.12859477014315202,0.0,0.0,1.0,0.0,0.004015603487838458,0.0,1,1.0,0.0,1.0,28.249,5.02,12.334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.0,31.0,32.0,0.0,0.0,0.0
0.6,0.10436180012506471,0.16666666666666666,0.0,1.0,0.0,0.0036714089031665903,0.0,1,0.0,1.0,0.0,19.125,28.249,5.02,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,21.0,31.0,0.0,0.0,0.0
0.5,0.005365679820875049,0.0,0.0,0.0,0.0,0.008031206975676917,0.0,0,1.0,0.0,1.0,15.521,19.125,28.249,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,35.0,21.0,0.0,0.0,0.0
0.4,0.013299893089838154,0.0,0.0,0.0,0.0,0.0016062413951353832,0.0,1,0.0,1.0,0.0,0.798,15.521,19.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,70.0,32.0,35.0,0.0,0.0,0.0
0.5,0.16780861063856967,0.16666666666666666,0.0,0.0,0.0,0.0033272143184947226,0.0,1,-1.0,0.0,1.0,1.978,0.798,15.521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,70.0,32.0,0.0,0.0,0.0
0.6,0.13215171829508549,0.3333333333333333,1.0,0.0,0.0,0.0036714089031665903,0.0,0,0.0,-1.0,0.0,24.957,1.978,0.798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,70.0,0.0,0.0,0.0
0.5,0.04689926911103191,0.0,0.0,0.0,0.0,0.0032124827902707664,0.0,0,1.0,0.0,-1.0,19.654,24.957,1.978,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.0,14.0,0.0,0.0,0.0
0.4,0.027648716069471432,0.0,0.0,0.0,0.0,0.002065167508031207,0.0,0,0.0,1.0,0.0,6.975,19.654,24.957,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,29.0,0.0,0.0,0.0
0.5,0.005896868675322579,0.0,0.0,1.0,1.0,0.006998623221661312,0.0,1,-1.0,0.0,1.0,4.112,6.975,19.654,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,28.0,32.0,0.0,0.0,0.0
0.6,0.020259139474055794,0.16666666666666666,1.0,1.0,0.0,0.002294630564479119,0.0,0,0.0,-1.0,0.0,0.877,4.112,6.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,61.0,18.0,28.0,0.0,0.0,0.0
0.5,0.23650007060105027,0.0,0.0,1.0,0.0,0.005736576411197797,0.0,0,1.0,0.0,-1.0,3.013,0.877,4.112,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,20.0,61.0,18.0,0.0,0.0,0.0
0.4,0.012123208918593625,0.0,1.0,1.0,0.0,0.0060807709958696655,0.0,0,0.0,1.0,0.0,35.173,3.013,0.877,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,20.0,61.0,0.0,0.0,0.0
0.3,0.09736893419309722,0.0,1.0,1.0,0.0,0.0048187241854061496,0.0,0,-1.0,0.0,1.0,1.803,35.173,3.013,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,53.0,50.0,20.0,0.0,0.0,0.0
0.5,0.03305473934764629,0.0,0.0,0.0,0.0,0.011128958237723727,0.0,0,-2.0,-1.0,0.0,14.481,1.803,35.173,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,42.0,53.0,50.0,0.0,0.0,0.0
0.4,0.029114528351364615,0.0,0.0,0.0,0.0,0.0035566773749426345,0.0,0,0.0,-2.0,-1.0,4.916,14.481,1.803,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,97.0,42.0,53.0,0.0,0.0,0.0
0.3,0.08396145855045957,0.0,0.0,0.0,0.0,0.0030977512620468106,0.0,0,-1.0,0.0,-2.0,4.33,4.916,14.481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,97.0,42.0,0.0,0.0,0.0
0.19999999999999996,0.034453312534039784,0.0,0.0,0.0,0.0,0.003786140431390546,0.0,0,-2.0,-1.0,0.0,12.487,4.33,4.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,97.0,0.0,0.0,0.0
0.5,0.029269178271013892,0.0,0.0,1.0,0.0,0.0036714089031665903,0.0,1,-3.0,-2.0,-1.0,5.124,12.487,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,27.0,31.0,0.0,0.0,0.0
0.6,0.013400751733087685,0.16666666666666666,0.0,1.0,0.0,0.002065167508031207,0.0,1,0.0,-3.0,-2.0,4.353,5.124,12.487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,27.0,0.0,0.0,0.0
0.7,0.18587575559933564,0.3333333333333333,0.0,1.0,0.0,0.002065167508031207,0.0,1,1.0,0.0,-3.0,1.993,4.353,5.124,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,32.0,33.0,0.0,0.0,0.0
0.8,0.07049346772187219,0.5,0.0,1.0,0.0,0.004130335016062414,1.0,1,2.0,1.0,0.0,27.644,1.993,4.353,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,18.0,32.0,0.0,0.0,0.0
0.5,0.0049891408860768,0.0,0.0,0.0,0.0,0.010670032124827903,0.0,1,3.0,2.0,1.0,10.484,27.644,1.993,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,18.0,18.0,1.0,0.0,0.0
0.6,0.00876125414360926,0.16666666666666666,0.0,0.0,0.0,0.0030977512620468106,0.0,0,0.0,3.0,2.0,0.742,10.484,27.644,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,93.0,36.0,18.0,0.0,1.0,0.0
0.5,0.040034157460513836,0.0,0.0,0.0,0.0,0.002065167508031207,0.0,0,1.0,0.0,3.0,1.303,0.742,10.484,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,93.0,36.0,0.0,0.0,1.0
0.4,0.04016863565151321,0.0,0.0,0.0,0.0,0.0034419458467186783,0.0,0,0.0,1.0,0.0,5.954,1.303,0.742,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,93.0,0.0,0.0,0.0
0.3,0.06060259677386819,0.0,0.0,0.0,0.0,0.002065167508031207,0.0,1,-1.0,0.0,1.0,5.974,5.954,1.303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,27.0,0.0,0.0,0.0
0.4,0.027823537717770616,0.16666666666666666,0.0,0.0,0.0,0.0026388251491509867,0.0,0,-2.0,-1.0,0.0,9.013,5.974,5.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,18.0,0.0,0.0,0.0
0.5,0.030271040793959234,0.0,0.0,1.0,0.0,0.0036714089031665903,0.0,1,-1.0,-2.0,-1.0,4.138,9.013,5.974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,30.0,0.0,0.0,0.0
0.6,0.16363978671758905,0.16666666666666666,0.0,1.0,0.0,0.002065167508031207,1.0,1,0.0,-1.0,-2.0,4.502,4.138,9.013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,18.0,0.0,0.0,0.0
0.7,0.003173685307585242,0.3333333333333333,0.0,1.0,1.0,0.0065396971087654885,0.0,1,1.0,0.0,-1.0,24.337,4.502,4.138,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,32.0,23.0,1.0,0.0,0.0
0.8,0.022733538188444286,0.5,0.0,1.0,0.0,0.002294630564479119,0.0,1,2.0,1.0,0.0,0.472,24.337,4.502,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,57.0,18.0,32.0,0.0,1.0,0.0
0.5,0.1514964060703455,0.0,0.0,0.0,0.0,0.010440569068379991,0.0,1,3.0,2.0,1.0,3.381,0.472,24.337,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,57.0,18.0,0.0,0.0,1.0
0.6,0.1098686820464891,0.16666666666666666,0.0,0.0,0.0,0.0029830197338228544,0.0,1,0.0,3.0,2.0,22.531,3.381,0.472,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,91.0,20.0,57.0,0.0,0.0,0.0
0.7,0.04991158058941791,0.3333333333333333,0.0,0.0,0.0,0.004703992657182194,0.0,0,1.0,0.0,3.0,16.34,22.531,3.381,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,91.0,20.0,0.0,0.0,0.0
0.6,0.03170995743765254,0.0,0.0,0.0,0.0,0.0035566773749426345,0.0,0,2.0,1.0,0.0,7.423,16.34,22.531,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,26.0,91.0,0.0,0.0,0.0
0.5,0.028637130773316838,0.0,0.0,0.0,0.0,0.002179899036255163,0.0,0,1.0,2.0,1.0,4.716,7.423,16.34,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,41.0,26.0,0.0,0.0,0.0
0.4,0.057072544260134604,0.0,0.0,0.0,0.0,0.002065167508031207,0.0,0,0.0,1.0,2.0,4.259,4.716,7.423,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,41.0,0.0,0.0,0.0
0.5,0.06926971618377789,0.0,0.0,1.0,0.0,0.00424506654428637,0.0,1,-1.0,0.0,1.0,8.488,4.259,4.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,31.0,0.0,0.0,0.0
0.6,0.04168823920980615,0.16666666666666666,0.0,1.0,0.0,0.00424506654428637,0.0,1,0.0,-1.0,0.0,10.302,8.488,4.259,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,18.0,19.0,0.0,0.0,0.0
0.7,0.020575163222904324,0.3333333333333333,0.0,1.0,0.0,0.0036714089031665903,0.0,1,1.0,0.0,-1.0,6.2,10.302,8.488,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,37.0,18.0,0.0,0.0,0.0
0.8,0.09878095519859066,0.5,0.0,1.0,0.0,0.002179899036255163,0.0,0,2.0,1.0,0.0,3.06,6.2,10.302,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,37.0,37.0,0.0,0.0,0.0
0.7,0.1467694976567175,0.0,0.0,1.0,0.0,0.004130335016062414,0.0,0,3.0,2.0,1.0,14.691,3.06,6.2,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,32.0,37.0,0.0,0.0,0.0
0.6,0.06512778790099714,0.0,0.0,1.0,0.0,0.0036714089031665903,0.0,1,2.0,3.0,2.0,21.828,14.691,3.06,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,19.0,32.0,0.0,0.0,0.0
0.5,0.05736167237078327,0.0,0.0,0.0,0.0,0.011243689765947683,0.0,1,1.0,2.0,3.0,9.686,21.828,14.691,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,36.0,19.0,0.0,0.0,0.0
0.6,0.06149015283446406,0.16666666666666666,0.0,0.0,0.0,0.0026388251491509867,0.0,0,0.0,1.0,2.0,8.531,9.686,21.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,98.0,32.0,36.0,0.0,0.0,0.0
0.5,0.13599107064811763,0.0,0.0,0.0,0.0,0.0027535566773749425,0.0,1,1.0,0.0,1.0,9.145,8.531,9.686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,98.0,32.0,0.0,0.0,0.0
0.6,0.123867861729524,0.16666666666666666,0.0,0.0,0.0,0.0052776502983019734,0.0,0,0.0,1.0,0.0,20.225,9.145,8.531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,98.0,0.0,0.0,0.0
0.5,0.040901541792459806,0.0,0.0,0.0,0.0,0.003786140431390546,0.0,1,1.0,0.0,1.0,18.422,20.225,9.145,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,24.0,23.0,0.0,0.0,0.0
0.6,0.07862939827733437,0.16666666666666666,0.0,0.0,0.0,0.0030977512620468106,0.0,0,0.0,1.0,0.0,6.083,18.422,20.225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,46.0,24.0,0.0,0.0,0.0
0.5,0.06251891099560929,0.0,0.0,0.0,0.0,0.003900871959614502,0.0,0,1.0,0.0,1.0,11.694,6.083,18.422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,46.0,0.0,0.0,0.0
0.4,0.09877423128904068,0.0,0.0,0.0,0.0,0.0024093620927030748,0.0,0,0.0,1.0,0.0,9.298,11.694,6.083,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,27.0,33.0,0.0,0.0,0.0
0.5,0.10697740094000255,0.0,0.0,1.0,0.0,0.016521340064249657,0.0,0,-1.0,0.0,1.0,14.69,9.298,11.694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,34.0,27.0,0.0,0.0,0.0
0.4,0.016850117332221644,0.0,0.0,1.0,0.0,0.0032124827902707664,0.0,1,0.0,-1.0,0.0,15.91,14.69,9.298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,144.0,21.0,34.0,0.0,0.0,0.0
0.5,0.12189775623138317,0.16666666666666666,0.0,1.0,0.0,0.002179899036255163,1.0,1,-1.0,0.0,-1.0,2.506,15.91,14.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,144.0,21.0,0.0,0.0,0.0
0.6,0.034466760353139725,0.3333333333333333,1.0,1.0,0.0,0.0032124827902707664,0.0,0,0.0,-1.0,0.0,18.129,2.506,15.91,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,28.0,144.0,1.0,0.0,0.0
